Virus name	Accession ID	Collection date	Location	Host	Passage	Specimen	Additional host information	Sequencing technology	Assembly method	Comment	Comment type	Lineage	Clade
hCoV-19/Nigeria/BCVL-18611/2021	EPI_ISL_985099	2021-01-07	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/BCVL-18631/2021	EPI_ISL_985100	2021-01-07	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/BCVL-18632/2021	EPI_ISL_985101	2021-01-07	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/BCVL-18292/2021	EPI_ISL_985102	2021-01-02	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/BCVL-18560/2021	EPI_ISL_985103	2021-01-07	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 18 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/BCVL-18639/2021	EPI_ISL_985104	2021-01-07	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 18 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/Nigeria/BCVL-18757/2021	EPI_ISL_985105	2021-01-08	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	NS8_E106stop results in 13.2% truncation of the protein sequence. Gap of 30 nucleotides when compared to the reference sequence.	warn	B.1.1.318	GR
hCoV-19/Nigeria/BCVL-18562/2021	EPI_ISL_985106	2021-01-07	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	NS8_E106stop results in 13.2% truncation of the protein sequence. Gap of 30 nucleotides when compared to the reference sequence.	warn	B.1.1.318	GR
hCoV-19/Nigeria/BCVL-18579/2021	EPI_ISL_985107	2021-01-07	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	NS8_E106stop results in 13.2% truncation of the protein sequence. Gap of 30 nucleotides when compared to the reference sequence.	warn	B.1.1.318	GR
hCoV-19/Nigeria/BCVL-19702/2021	EPI_ISL_985108	2021-01-14	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	Gap of 73 nucleotides when compared to the reference sequence.	warn	B.1.525	G
hCoV-19/Nigeria/BCVL-19706/2021	EPI_ISL_985109	2021-01-14	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	Gap of 73 nucleotides when compared to the reference sequence.	warn	B.1.525	G
hCoV-19/Nigeria/BCVL-19707/2021	EPI_ISL_985110	2021-01-14	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	Gap of 73 nucleotides when compared to the reference sequence.	warn	B.1.525	G
hCoV-19/Nigeria/BCVL-18691/2021	EPI_ISL_985111	2021-01-10	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	Gap of 73 nucleotides when compared to the reference sequence.	warn	B.1.525	G
hCoV-19/Nigeria/BCVL-18828/2021	EPI_ISL_985112	2021-01-10	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	Gap of 73 nucleotides when compared to the reference sequence.	warn	B.1.525	G
hCoV-19/Nigeria/BCVL-18839/2021	EPI_ISL_985113	2021-01-10	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	Gap of 73 nucleotides when compared to the reference sequence.	warn	B.1.525	G
hCoV-19/Nigeria/BCVL-18755/2021	EPI_ISL_985114	2021-01-08	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	Gap of 73 nucleotides when compared to the reference sequence.	warn	B.1.525	G
hCoV-19/Nigeria/BCVL-18762/2021	EPI_ISL_985115	2021-01-08	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	Gap of 73 nucleotides when compared to the reference sequence.	warn	B.1.525	G
hCoV-19/Nigeria/BCVL-18937/2021	EPI_ISL_985116	2021-01-08	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	Gap of 73 nucleotides when compared to the reference sequence.	warn	B.1.525	G
hCoV-19/Nigeria/BCVL-18517/2021	EPI_ISL_985117	2021-01-07	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	Gap of 73 nucleotides when compared to the reference sequence.	warn	B.1.525	G
hCoV-19/Nigeria/BCVL-18556/2021	EPI_ISL_985118	2021-01-07	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	Gap of 73 nucleotides when compared to the reference sequence.	warn	B.1.525	G
hCoV-19/Nigeria/BCVL-18569/2021	EPI_ISL_985119	2021-01-07	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	Gap of 73 nucleotides when compared to the reference sequence.	warn	B.1.525	G
hCoV-19/Nigeria/BCVL-18317/2021	EPI_ISL_985120	2021-01-07	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	Gap of 73 nucleotides when compared to the reference sequence.	warn	B.1.525	G
hCoV-19/Nigeria/BCVL-18600/2021	EPI_ISL_985121	2021-01-07	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	Gap of 73 nucleotides when compared to the reference sequence.	warn	B.1.525	G
hCoV-19/Nigeria/BCVL-18623/2021	EPI_ISL_985122	2021-01-07	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	Gap of 73 nucleotides when compared to the reference sequence.	warn	B.1.525	G
hCoV-19/Nigeria/BCVL-18900/2021	EPI_ISL_985123	2021-01-06	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	Gap of 73 nucleotides when compared to the reference sequence.	warn	B.1.525	G
hCoV-19/Nigeria/BCVL-18921/2021	EPI_ISL_985124	2021-01-05	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	Gap of 73 nucleotides when compared to the reference sequence.	warn	B.1.525	G
hCoV-19/Nigeria/BCVL-18760/2021	EPI_ISL_985125	2021-01-08	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	Gap of 6 nucleotides when compared to the reference sequence.	info	L.3	GR
hCoV-19/Nigeria/BCVL-19704/2021	EPI_ISL_985126	2021-01-14	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	Gap of 21 nucleotides when compared to the reference sequence.	info	B.1	G
hCoV-19/Nigeria/BCVL-18561/2021	EPI_ISL_985127	2021-01-07	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	Gap of 21 nucleotides when compared to the reference sequence.	info	B.1	G
hCoV-19/Nigeria/BCVL-19050/2021	EPI_ISL_985128	2021-01-11	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC			L.3	GR
hCoV-19/Nigeria/BCVL-18710/2021	EPI_ISL_985129	2021-01-08	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC			L.3	GR
hCoV-19/Nigeria/BCVL-18756/2021	EPI_ISL_985237	2021-01-08	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	Gap of 4 nucleotide(s) found at refpos 26158 (FRAMESHIFT confirmed by the submitter). Gap of 7 nucleotides when compared to the reference sequence. NS3 without BLAST coverage.	info	A	S
hCoV-19/Nigeria/BCVL-18912/2021	EPI_ISL_985238	2021-01-05	Africa / Nigeria / Oyo	Human	Original			Illumina MiSeq	ARTIC	Gap of 8 nucleotide(s) found at refpos 26160 (FRAMESHIFT confirmed by the submitter). Gap of 1 nucleotide(s) found at refpos 27386 (FRAMESHIFT confirmed by the submitter). Gap of 15 nucleotides when compared to the reference sequence.	info	A.27	S
